Name ,FuzzyRisk,JavaFiles,Jlint,DefectCOunt,LOC,CloneFragment,CloneGroup,Jlint/LOC,Defect/LOC,Opriv,Upriv,PrivCount
Awaz Aap Ki Mobile App,92,2610,720,12,243660,972,354,0.002954937,4.9249E-05,1,9,8
Dream Wings,51,320,53,6,29111,214,89,0.001820618,0.000206108,0,2,1
3D Printing Worldwide,50,229,105,6,27294,184,82,0.003846999,0.000219829,9,0,14
:K Magazin,51,79,41,3267,9481,20,10,0.004324438,0.344583905,4,4,10
Rotherham Real Ale Festival,51,348,53,6,31005,228,94,0.001709402,0.000193517,1,2,2
Simple Finance,0,57,7,6,4357,33,16,0.00160661,0.001377094,1,0,1
Shrimad Bhagavad Gita,92,2262,303,6,275151,3433,606,0.001101214,2.18062E-05,0,5,8
EmPOWERed Kids by CE,51,173,156,6,17405,127,12,0.008962942,0.000344729,0,6,8
Düsseldorf Travel Guide,100,2861,779,15,360495,3322,752,0.002160918,4.16095E-05,0,2,9
One Stop Kenya,92,367,345,95966,42608,36,15,0.008097071,2.252300038,0,4,2
Remote CMD,51,26,6,3,1590,2,1,0.003773585,0.001886792,2,0,4
?????,92,1159,230,6,92560,667,152,0.002484875,6.48228E-05,0,4,5
Boat Adventure: Vowel Sounds,92,1232,387,9,135816,933,315,0.002849443,6.62661E-05,0,9,4
K12 Choc-It-Up,92,175,62,6,19782,93,43,0.003134162,0.000303306,0,6,6
????,95,2633,832,12,292838,1669,607,0.002841161,4.09783E-05,7,1,23
??????,50,2003,480,6622,279704,3123,539,0.0017161,0.023675028,6,1,13
Next Stop City Guides,50,2522,668,12,283037,2610,668,0.002360115,4.23973E-05,0,2,7
Kaybedecek Zaman Yok!,92,843,188,9,83904,532,229,0.002240656,0.000107265,0,5,7
Noviny RSS,50,1491,473,12,163801,806,292,0.00288765,7.32596E-05,0,5,8
Aktualno HR,51,735,154,6,79828,444,178,0.001929148,7.51616E-05,0,3,2
Four in A Row,92,840,258,12,100879,478,200,0.002557519,0.000118954,1,2,3
Fee,51,510,86,12,41729,300,122,0.002060917,0.00028757,0,1,3
iGoRadio,50,304,67,12,29042,171,41,0.002307004,0.000413195,1,1,4
MAGIC 93.1,50,306,71,12,29231,176,43,0.002428928,0.000410523,1,1,4
Ozark Sports,50,1266,274,15,110205,971,289,0.002486276,0.00013611,4,2,9
Kye Jones,50,3093,828,12,317261,3594,1013,0.002609839,3.78237E-05,1,2,9
KYK Kredi Sorgulama,51,485,118,6,44801,242,100,0.00263387,0.000133926,0,1,2
Kynningsrud,92,155,54,6,18079,82,38,0.002986891,0.000331877,0,9,2
#NAME?,51,1028,322,15,112218,590,229,0.002869415,0.000133668,0,3,2
Wasila Kya hai ?,50,166,1197,6,19200,181,55,0.06234375,0.0003125,4,1,9
Live Updates for IPL 2015,92,4599,763,6,502507,6458,1088,0.001518387,1.19401E-05,0,3,2
Aikido 5º Kyu en Cobeña,51,1352,1317,15,297763,1865,424,0.004422981,5.03756E-05,0,11,3
?????????,51,9,2,3,954,4,2,0.002096436,0.003144654,0,0,1
ChemDry Glow,95,2843,637,12,290630,1737,613,0.00219179,4.12896E-05,2,3,12
Hot Lava EX,50,731,186,6,77056,444,184,0.002413829,7.78654E-05,5,1,13
Frosty Touch,51,902,230,12,93681,473,187,0.00245514,0.000128094,1,2,4
Virginia Kitchen & Bath,0,292,138,9,37957,183,80,0.003635693,0.00023711,4,2,12
Kwc Logistics Thailand,95,2729,637,12,288868,1645,601,0.002205159,4.15415E-05,2,3,12
Kuwait Websites Daleel - KWD,50,2713,630,15,260475,1533,537,0.002418658,5.75871E-05,2,3,12
Kuwait Transfer KWD,51,343,105,3,25257,61,26,0.004157263,0.000118779,0,4,6
Chinese Grammar (????),92,994,213,9,102713,681,252,0.002073739,8.76228E-05,0,4,3
Radio Sunnah Kita,92,719,186,6,88638,416,169,0.002098423,6.76911E-05,1,3,3
???? - Kadish,92,532,153,6,70484,271,112,0.002170705,8.51257E-05,0,1,3
Sudan News - KEM,92,2971,875,18,298107,1174,425,0.002935188,6.0381E-05,1,9,8
KEM,50,1685,490,9,186431,1157,449,0.002628318,4.82752E-05,2,4,11
Keo.co.za Rugby App,51,870,151,15,75971,607,163,0.001987601,0.000197444,1,0,4
Kes The Band,50,3094,822,12,317293,3565,1008,0.002590665,3.78199E-05,1,2,9
The World Mobile,51,785,1213,19,153833,505,193,0.007885174,0.000123511,2,3,8
B?n h?c chào em - FULL,92,767,194,6,93682,435,179,0.002070835,6.40465E-05,1,2,4
Kiem The Mobile,51,785,1213,19,153833,503,195,0.007885174,0.000123511,2,3,8
Am thanh dong vat - tieng keu,92,3979,629,6,432472,6033,952,0.001454429,1.38737E-05,0,5,3
SGX X-ray Transition Energies,51,217,97,6,26438,171,77,0.003668961,0.000226946,0,2,1
Tiki Kev,91,4964,908,15,523262,5452,1054,0.001735268,2.86663E-05,4,3,17
IT Exam Exerciser,92,520,135,6,69423,262,109,0.0019446,8.64267E-05,0,1,2
Shake for Brightness,92,2834,618,6,380863,5250,788,0.001622631,1.57537E-05,2,1,7
360 Contacts Backup,50,1990,605,17,257159,2041,533,0.00235263,6.6107E-05,1,1,8
Sightsee Salem,100,2903,659,9,389684,5265,786,0.001691114,2.30956E-05,1,5,6
Ludo Angel,51,210,67,9,20014,36,16,0.003347657,0.000449685,0,1,4
Infocruise'14 CSE KEC,92,3222,687,9,420355,5531,888,0.001634333,2.14105E-05,0,1,4
Hoi Kee Walnut Place,51,594,103,12,59893,380,126,0.001719734,0.000200357,2,1,7
Kijkers Evaluatie Forum Phone,92,12,0,3,1526,0,0,0,0.001965924,3,0,3
?????,50,80,12,3,6349,35,14,0.001890061,0.000472515,5,0,6
HWg-STE monitor,51,141,92,9,10179,103,38,0.009038216,0.000884173,0,0,1
?????? ??? ??????,92,2438,410,6,288977,4086,579,0.001418798,2.07629E-05,0,6,2
Lao cong thuc tap - FULL,92,767,194,6,93682,435,179,0.002070835,6.40465E-05,1,2,4
?????? ??? ??????,92,2438,410,6,288977,4103,575,0.001418798,2.07629E-05,0,6,2
JDC Kdv,92,192,68,6,22404,99,45,0.003035172,0.000267809,0,8,3
KDV Hesapla,92,917,248,6,118207,473,191,0.002098014,5.07584E-05,1,3,3
Kill Death Ratio Toolkit,92,671,173,9,83582,338,139,0.002069824,0.000107679,0,3,2
PM25.in ???????,50,242,51,9,27433,210,73,0.001859075,0.000328072,0,3,5
PM2.5????,51,443,72,9,38706,268,113,0.001860177,0.000232522,0,2,2
KDK Indonesia,92,286,77,9,32011,132,60,0.002405423,0.000281153,0,12,1
Jugendhilfekompass,51,717,147,6,77843,423,170,0.001888416,7.70782E-05,0,3,2
Kdo'Pass,50,565,198,6,60098,226,90,0.003294619,9.98369E-05,3,2,13
KDO Vastipatrak,51,284,69,6,28120,74,28,0.00245377,0.000213371,1,0,5
HoN Player Stats,51,75,33,3,8059,14,6,0.004094801,0.000372255,0,1,2
Gold Monitor,51,128,19,9,10892,67,15,0.0017444,0.000826295,1,1,2
FusionMobi™ Resto POS / KDS,51,568,242,6,57658,256,116,0.004197163,0.000104062,4,6,8
kds???,53,3341,899,21,316105,1517,607,0.002843992,6.64336E-05,5,2,22
Balance Notification,51,186,48,6,17641,80,30,0.002720934,0.000340117,3,1,6
GTNote KDC,51,850,163,6,89227,562,214,0.001826801,6.72442E-05,0,3,2
KDC.mobi,50,99,23,3,6131,11,5,0.003751427,0.000489317,1,1,7
SnapCard,50,283,118,6,37215,195,86,0.003170764,0.000161225,4,2,9
myCS mobile,51,289,105,6,28902,97,42,0.003632967,0.000207598,1,6,4
KDE News,51,1680,502,12,188195,1219,410,0.002667446,6.37636E-05,0,2,3
Zombie Shooter,100,2630,472,12,286872,3573,677,0.001645333,4.18305E-05,1,3,7
FC ??? ?? ??,51,22,0,3,1269,8,3,0,0.002364066,1,0,2
TBall,51,352,82,12,44267,367,128,0.001852396,0.000271082,0,1,3
Al Hilal Haret Al naame,50,809,217,9,81565,589,246,0.002660455,0.000110341,7,0,17
Bubbleword!,92,11,0,3,1444,0,0,0,0.002077562,2,0,2
???????,51,908,335,12,94907,496,196,0.003529771,0.00012644,3,2,13
KC Complete Auto Service,50,479,129,9,49962,265,111,0.002581962,0.000180137,1,4,11
KDA,50,412,60,6,37444,317,117,0.001602393,0.000160239,1,1,6
TEST ME,100,863,279,9,110742,498,177,0.002519369,8.127E-05,2,4,8
KCT Mobile,51,113,5,6,8092,55,25,0.000617894,0.000741473,0,1,3
Kcy for twicca (beta),51,17,2,6,744,0,0,0.002688172,0.008064516,0,0,1
GC Online Tesol - ??? ??? ??,50,1375,467,15,151988,966,361,0.003072611,9.8692E-05,0,6,6
AEE-KC App,50,122,63,6,16434,46,20,0.003833516,0.000365097,5,2,13
Falcon Jobs,95,2729,638,12,288957,1634,594,0.002207941,4.15287E-05,2,3,12
Kartcentrum Lelystad,51,2155,265,27,245325,2700,517,0.0010802,0.000110058,0,5,8
?????,50,75,36,5114,8054,14,6,0.004469829,0.634963993,3,0,11
Little Man Computer,92,1405,326,9,122997,188,77,0.002650471,7.31725E-05,1,1,3
LRC Africa Radio,50,343,105,3,25257,61,26,0.004157263,0.000118779,0,3,9
????-??????,51,237,80,12,28360,237,58,0.002820874,0.000423131,10,1,17
????-??,51,678,326,21,90846,676,157,0.00358849,0.00023116,11,1,20
????(ST-700?) ??,51,744,309,18,82774,691,175,0.003733056,0.00021746,0,11,23
KCP ?????,51,54,108,6,9471,18,8,0.011403231,0.000633513,8,0,12
Ministry of Health Telangana,51,664,255,67958,88318,561,146,0.002887294,0.769469417,0,9,17
APHERALD,51,761,82,27,69771,528,145,0.001175273,0.00038698,0,6,12
KCR,92,263,103,3,43598,99,37,0.002362494,6.88105E-05,0,4,2
smartMan,52,964,275,12,90230,703,256,0.003047767,0.000132993,7,1,24
Cooking Recipes,92,578,168,6,77582,279,116,0.002165451,7.73375E-05,0,2,2
Daily Quote,92,3299,566,6,357200,4529,726,0.001584546,1.67973E-05,3,1,14
DISE Control,51,564,386,6,70146,368,120,0.005502808,8.55359E-05,0,1,4
Kelurahan Cerdas,92,13,4,6,1707,0,0,0.002343292,0.003514938,1,0,1
Kensington & Chelsea College,50,114,16,3,8461,65,19,0.001891029,0.000354568,6,1,8
KCC TAX CALCULATOR,51,991,344,15,111309,666,276,0.003090496,0.00013476,0,6,4
SmartEagle,51,267,63,6,24817,106,35,0.002538582,0.00024177,3,0,6
KMCS,51,130,39,3,11069,29,12,0.003523354,0.000271027,1,0,2
Call Log Relation Graph,0,332,59,6,31507,220,92,0.0018726,0.000190434,3,1,5
RLG moFahr,51,1773,366,15,186208,1061,399,0.001965544,8.05551E-05,0,6,6
Khalsa Care Foundation,50,54,32,3,8339,42,21,0.003837391,0.000359755,2,1,9
KCF Fahrplan,51,1773,366,15,186212,1059,396,0.001965502,8.05533E-05,0,6,6
?????,50,290,70,27,20273,157,44,0.003452868,0.001331821,0,0,5
?? ???,50,144,43,9,8720,71,20,0.004931193,0.00103211,1,0,10
???? ????? - ?????? ??????,50,410,109,9,42509,237,99,0.002564163,0.00021172,3,4,9
Malaysia Travel Guide,51,482,122,6,44485,246,102,0.002742497,0.000134877,0,3,2
See Hua E-paper,51,1132,361,12,115001,706,278,0.003139103,0.000104347,0,8,2
Spirit FM Baler Aurora,92,2363,360,6,276540,4069,566,0.001301801,2.16967E-05,0,1,2
The Politeness of Princes,51,240,51,3354,21811,129,51,0.00233827,0.153775618,1,0,4
The Old Barber Shop,50,2110,688,21,236405,1686,582,0.00291026,8.88306E-05,0,7,6
John316,51,56,20,3676,6073,3,1,0.003293265,0.605302157,0,0,2
Indonesian English Dictionary,92,813,193,6,121590,437,174,0.001587302,4.93462E-05,0,2,3
Kids Time Out - Free,51,72,23,3676,7408,10,3,0.003104752,0.496220302,0,0,4
Catéchisme l'Église Catholique,51,270,83,3,27051,141,56,0.003068278,0.000110902,4,1,8
NWC PRIDE,50,1099,240,6,106050,1063,289,0.002263083,5.65771E-05,0,8,15
KBL ???? ????,92,12,0,3,1487,0,0,0,0.002017485,2,0,2
KBL,51,472,77,9,43911,289,122,0.001753547,0.00020496,0,6,8
Khmer Breaking News (KBN ),92,3497,668,6,388813,4015,792,0.00171805,1.54316E-05,2,1,12
KBN Indonesia,100,4381,1210,30,549113,4313,1137,0.002203554,5.46336E-05,0,4,13
Ambiya Kay Qissay,92,3498,524,6,385831,5067,831,0.001358108,1.55508E-05,0,2,4
Kay Warren,51,70,36,6,9291,21,10,0.003874717,0.000645786,1,5,6
???????????KaZ?,51,42,5,9,3242,36,13,0.001542258,0.002776064,0,0,2
INCA'S QUEST,92,285,92,9,31558,151,68,0.002915267,0.000285189,0,12,1
Mintex Brakebook,51,392,66,6,38135,243,101,0.001730694,0.000157336,0,2,2
Prasco Catalogue,51,776,157,6,83223,463,183,0.001886498,7.20955E-05,0,2,3
Hella Pagid BrakeGuide,51,392,66,6,38124,248,102,0.001731193,0.000157381,0,2,2
Morof,51,521,211,9,53709,366,146,0.003928578,0.00016757,1,3,8
Textar Brakebook,51,1440,313,15,135866,731,298,0.00230374,0.000110403,0,5,5
Pet Kam Karne Ke Upay,51,1068,267,6,89460,490,188,0.002984574,6.70691E-05,0,3,3
Kam Tin Heritage Tourism,51,57,7,3,8734,79,14,0.000801466,0.000343485,2,0,4
New Kam Song,50,792,238,6,75169,426,181,0.003166199,7.98201E-05,2,5,7
Coloring Game K to Q,92,320,97,5098,31482,115,50,0.003081126,0.161933803,0,7,6
Kas Yapma Hareketleri,51,1175,268,9,116498,632,253,0.002300469,7.72545E-05,1,3,6
KA'U+ Estrategias de inversión,100,5087,1062,18,577466,6860,1295,0.001839069,3.11707E-05,0,10,15
KAU English Horizon I,51,592,120,9,53593,313,131,0.002239098,0.000167932,1,1,5
Shezan TV - Watch Makkah live,51,1347,1259,15,289885,1787,425,0.004343102,5.17447E-05,0,10,3
Qayamat Kab Aye Gi,92,4449,810,6,473107,6007,995,0.001712086,1.26821E-05,0,8,5
KBC - Kab Banuga Crorepati,51,1054,195,9,78232,745,172,0.002492586,0.000115042,2,2,6
LPSE KAB. TANGERANG,92,1170,233,6,93219,661,150,0.00249949,6.43646E-05,0,3,5
Kad ?e Kiša,51,26,6,6,1602,0,0,0.003745318,0.003745318,0,0,1
Mirror Photo Collage & Effects,92,2359,369,6,264334,3262,587,0.001395961,2.26986E-05,0,6,6
HeroesToday : ???? ??? ?? ??,51,264,63,12,22025,207,64,0.002860386,0.000544835,0,0,1
??? ??? (??X),51,475,136,12,41864,270,88,0.003248615,0.000286642,0,1,2
???????????????ver,51,34,8,3,3983,4,2,0.002008536,0.000753201,1,0,5
tlhIngan bommey,51,213,99,6,26281,177,80,0.00376698,0.000228302,1,2,2
Indonesian work book free,92,875,278,12,88543,312,95,0.003139717,0.000135527,0,2,4
Hard Rock Radio,51,579,170,9,57032,291,119,0.002980783,0.000157806,0,2,3
Digital Health Scorecard,51,1332,253,15,121669,688,262,0.002079412,0.000123285,0,1,3
DKK 2012,51,1040,336,15,116643,1091,305,0.002880584,0.000128598,2,1,10
Portal J10,51,215,96,6,26383,170,76,0.003638707,0.000227419,1,2,2
???????,50,536,206,12,66186,154,57,0.003112441,0.000181307,3,1,11
Tap The Bee,92,3133,470,9,351769,4867,770,0.001336104,2.5585E-05,1,7,4
US Presidents Trivia,92,2981,475,6,329430,4409,697,0.001441884,1.82133E-05,3,3,6
Español La BIBLIA,51,837,195,6,68891,394,149,0.002830558,8.70941E-05,0,2,3
Theory of Social Revolutions,51,287,81,531,34706,218,87,0.00233389,0.015299948,2,0,5
????????????????,51,837,195,6,68891,396,151,0.002830558,8.70941E-05,0,2,3
Izhibhalo Ezingcwele,51,837,195,6,68891,396,150,0.002830558,8.70941E-05,0,2,3
Solitaire Plus,51,193,152,9,18989,128,46,0.008004634,0.000473959,1,4,4
Learn Hibernate Framework,92,2829,423,6,319588,4379,686,0.001323579,1.87742E-05,1,2,4
Guffer Jira Free,51,257,121,6,35373,159,70,0.003420688,0.000169621,1,4,5
Rózsafüzér magyarul Hun Rosary,0,735,155,6,80055,433,174,0.001936169,7.49485E-05,0,5,1
2 Papi Santi,100,2598,643,9,319903,2922,637,0.002009984,2.81335E-05,1,5,14
FuelerLinx,50,180,90,6,21495,138,61,0.00418702,0.000279135,9,0,14
Aplikasi SAPS,51,309,96,6,22531,46,20,0.004260796,0.0002663,0,4,5
Linee e Orari Autobus LineeBus,51,191,90,6,22362,135,61,0.004024685,0.000268312,1,2,2
IUT Nancy-Charlemagne AR,50,1588,554,9,138630,973,317,0.003996249,6.4921E-05,0,2,6
JPO Odontologia,51,722,147,6,79383,424,171,0.001851782,7.55829E-05,0,4,1
Ninja vs. Zombies-UseBrainLite,51,1229,456,12,120471,538,227,0.003785143,9.9609E-05,1,3,6
JPS Athletics,95,2729,637,12,288906,1641,598,0.002204869,4.1536E-05,2,3,12
Touch Touch ENG CHN JPN KOR,92,4551,833,12,378484,2892,624,0.002200886,3.17054E-05,1,3,12
Touch Touch English,92,4551,833,12,378484,2915,624,0.002200886,3.17054E-05,1,3,12
JPV BMW MINI,100,2946,683,15,391205,4415,853,0.001745888,3.83431E-05,5,1,16
Smart Kpp Test,100,13,0,6,1707,0,0,0,0.003514938,11,0,11
DSD Insurance,51,5877,1464,15,554234,6173,1603,0.002641484,2.70644E-05,3,2,14
SP CCA,51,110,55,6,12469,23,10,0.004410939,0.000481193,0,9,20
DSD Boss,0,967,228,15,110595,654,252,0.002061576,0.00013563,0,3,2
DSD Connect,51,230,73,6,15387,135,42,0.004744265,0.00038994,1,0,4
Timeline Adventure in Space,51,289,136,9,38910,170,76,0.003495245,0.000231303,0,5,4
JPL-T20 CRICKET (NELLORE),92,1170,233,6,93219,666,149,0.00249949,6.43646E-05,0,2,7
JPhoto Mobile,51,837,194,9,80962,617,204,0.002396186,0.000111163,2,3,4
eXecute by J.P. Morgan,51,1716,376,13,184475,963,361,0.002038217,7.04703E-05,0,8,4
J.P. Morgan adr.com,51,162,48,6,15407,71,33,0.003115467,0.000389433,1,0,4
JPN Treasures(Building) FREE,51,50,9,3,3867,20,9,0.002327386,0.000775795,0,0,3
????? ??? ????,92,1031,321,6,110214,421,141,0.002912516,5.44395E-05,0,8,7
Color Line,95,946,372,6,113308,300,113,0.003283087,5.2953E-05,5,1,16
Zute SIP Dialer - VoIP Dialer,80,5689,839,15,409073,4048,687,0.002050979,3.66683E-05,9,1,25
Find My Car,50,1347,1257,15,290283,1781,431,0.004330257,5.16737E-05,2,8,9
Nativity App,51,89,16,3,5371,9,4,0.002978961,0.000558555,1,1,5
JPC Marine Works,95,2719,640,12,288172,1652,608,0.002220896,4.16418E-05,2,3,12
Leading Edge Forum,51,1563,570,12,233772,1843,411,0.002438273,5.13321E-05,3,6,13
JOS Mini Spa Amsterdam,51,16,0,3,428,0,0,0,0.007009346,0,0,1
Jawan of Vellimala,51,426,89,6,34266,297,114,0.002597327,0.000175101,0,1,3
Pix Uploader,51,155,32,6,14391,63,29,0.002223612,0.000416927,3,1,7
X Rock Mobile,50,960,450,18,124642,748,260,0.00361034,0.000144414,6,2,12
Amman City Services,51,539,146,9,49068,266,113,0.002975463,0.000183419,1,1,4
JOE,51,1132,361,12,114517,693,275,0.00315237,0.000104788,0,7,3
Joe Rogan - JREsoundboard.com,51,235,38,3381,18544,120,29,0.00204918,0.182323123,0,1,2
Now Holdem,92,5342,989,12,570338,6849,1290,0.001734059,2.10402E-05,0,9,11
Call Back Free,50,49,9,3,4974,5,2,0.001809409,0.000603136,1,0,5
Navodaya Welfare Foundation,51,1517,294,6,176294,2226,463,0.001667669,3.40341E-05,1,1,6
My Wireless Solution.,51,437,117,9,45725,253,106,0.002558775,0.000196829,0,6,2
Prepaid Minutes,51,437,117,9,45725,253,106,0.002558775,0.000196829,0,6,2
ile de ball,50,392,108,9,39888,212,90,0.002707581,0.000225632,2,3,11
Hero Cell Phone Lookup,100,2351,439,9,276538,3486,625,0.001587485,3.25453E-05,5,2,14
Airplane Go Launcher Ex theme,51,139,28,6,14235,82,36,0.001966983,0.000421496,0,1,5
Saw kettlebells,0,38,6,6,2795,17,7,0.002146691,0.002146691,0,2,1
Festival de Verão,51,1403,229,12,140293,2042,350,0.001632298,8.55353E-05,1,1,9
Biblija (D.K.) ili Sveto Pismo,92,284,110,3,46946,57,25,0.002343118,6.39032E-05,0,1,2
TTNET ?lk Yard?m,51,125,31,6,12119,68,27,0.002557967,0.00049509,0,0,5
Illinois Prep Scores,51,999,204,12,113194,612,234,0.001802216,0.000106013,0,3,2
Kalaam Hala Dialer by ILM,50,434,72,6,41142,285,112,0.001750036,0.000145836,3,2,9
Jesús Pan de Vida,51,1345,1251,15,288953,1768,423,0.004329424,5.19116E-05,2,8,7
ILO MLC Pocket Checklist,50,315,140,6,40008,214,94,0.0034993,0.00014997,0,6,9
National Games 2015,51,1057,181,6,108143,761,262,0.00167371,5.54821E-05,0,2,4
NFIR,51,758,163,6,80664,514,194,0.002020728,7.43826E-05,3,2,6
iLQ,51,87,43,6,10454,24,11,0.004113258,0.000573943,1,7,2
NEW CURRENT LIFE IN UK TESTS 5,100,670,169,6,80578,385,141,0.002097347,7.4462E-05,0,2,4
NEW EDITION LIFE IN UK TEST 4,100,670,169,6,80578,386,142,0.002097347,7.4462E-05,0,2,4
REVISED LIFE IN UK TESTS - 10,100,670,169,6,80578,383,141,0.002097347,7.4462E-05,0,2,4
Life In The UK Test 2015,92,4424,744,6,487658,6190,1066,0.001525659,1.23037E-05,0,5,2
Green Radio,51,1381,1294,15,296271,1803,439,0.004367623,5.06293E-05,1,9,5
iLCtamil,51,274,78,9,30298,184,71,0.002574427,0.000297049,2,0,5
ILC 2013,50,1459,528,21,166840,1492,423,0.003164709,0.000125869,1,5,11
The Giant Insider,51,5761,1619,15,588810,6224,1621,0.002749614,2.54751E-05,1,3,10
Alphabet - ABC Cards,50,13,0,6,1707,0,0,0,0.003514938,1,0,1
An American in Sicily,92,1002,293,9,112638,549,207,0.002601254,7.9902E-05,1,1,11
My Cilento - Offline Guide,100,4968,1196,15,622265,6942,1414,0.001922011,2.41055E-05,2,1,12
Mala Biblioteka,50,79,3,3,5078,85,28,0.000590784,0.000590784,3,0,8
Postgarage Events,51,56,14,3,3328,14,7,0.004206731,0.000901442,0,0,2
My Goal Mine,51,89,42,6,8584,11,4,0.004892824,0.000698975,1,1,7
Guide Dog Puzzle,50,423,142,5111,39292,133,60,0.003613967,0.130077369,0,1,9
TaSL - Send My GPS Location,50,1110,286,18,113264,617,230,0.002525074,0.000158921,0,1,7
Running Toy Robot Friends,51,1056,443,6,102970,435,172,0.004302224,5.82694E-05,0,6,5
????????????,92,13,0,6,1707,0,0,0,0.003514938,1,0,1
Migalolo – Best App For Kids,92,3501,618,12,383306,4798,842,0.001612289,3.13066E-05,0,8,7
CrickTime ?WorldCup Fixture 15,92,665,176,6,83492,332,139,0.002107986,7.18632E-05,1,2,5
Cricket India App,100,979,309,6,126422,438,178,0.002444195,4.74601E-05,0,3,10
MathMagics,51,904,586,9,133623,380,155,0.004385473,6.73537E-05,0,9,3
SUM Renovasjon,50,318,127,15,38293,243,105,0.003316533,0.000391717,0,1,7
iManner Lite,51,314,53,9,32723,115,41,0.001619656,0.000275036,1,2,6
Roo Pariganaka,92,1440,170,9,190437,2669,450,0.000892684,4.72597E-05,0,4,2
Akita - Japanese Dictionary,92,704,176,6,87568,377,156,0.002009867,6.85182E-05,0,4,1
iKU,51,323,52,9,28115,199,86,0.001849547,0.000320114,3,2,8
Physical Tasks,0,955,315,12,117840,557,219,0.002673116,0.000101833,0,4,1
GaffarDroid IKV,51,406,82,9,40958,263,110,0.002002051,0.000219737,0,5,2
Indian Kebab Flavors Lite,51,2066,617,15,242954,1653,348,0.002539575,6.17401E-05,0,5,4
neurowoche 2014,51,1476,417,19,139706,1126,401,0.00298484,0.000136,4,1,12
IKA Moe King Puzzle HD,50,127,49,6,12128,65,23,0.004040237,0.000494723,0,1,5
IKA Beijing Metro,50,412,143,9,45181,208,77,0.003165047,0.000199199,0,4,7
BCI Corredores de Seguros,50,751,267,15,86468,487,199,0.003087848,0.000173475,1,4,9
???????,51,256,51,6,19505,76,26,0.002614714,0.000307613,2,3,8
Space Jumper - Help R2D2!,51,1354,372,12,109662,868,307,0.003392242,0.000109427,1,5,5
CCC Hymn Book (PIN),51,630,108,6,82096,403,154,0.001315533,7.30852E-05,2,4,7
CCC Hymn Book Demo,51,925,136,6,104212,638,245,0.001305032,5.75749E-05,2,4,7
Resik Ijo,92,286,92,9,31815,149,67,0.002891718,0.000282885,0,12,1
Autorski biro,51,327,45,6,28051,213,89,0.001604221,0.000213896,1,2,2
Imenik,50,14,2,3,760,4,2,0.002631579,0.003947368,0,0,3
Club Dues II,50,2028,560,20,235903,1339,489,0.002373857,8.47806E-05,4,0,12
Skillz On Demand,51,921,162,12,88934,815,166,0.001821576,0.000134932,2,1,10
G4 Life Sci Reading Comp FREE,51,1402,281,9,125596,590,250,0.002237332,7.16583E-05,0,7,3
65th Intl Institute of Welding,51,1075,365,18,107419,420,166,0.003397909,0.000167568,2,2,19
IIM CAT,51,559,179,5098,49158,301,100,0.00364132,0.103706416,0,0,2
Carpe Diem IIM Calcutta,100,2442,748,15,245871,1526,483,0.003042246,6.10076E-05,1,3,14
IIM App (Uni Hildesheim),51,540,115,12,47954,448,169,0.002398132,0.00025024,0,3,1
